ID	position	person	department	year	team
20980	Vice President of Football Operations	Chuck Allen	front office	1994	Seattle_Seahawks
20981	Player Personnel Director	Mike Allman	front office	1994	Seattle_Seahawks
20982	Assistant Player Personnel Director	Rick Thompson	front office	1994	Seattle_Seahawks
20983	Pro Personnel Director	Randy Mueller	front office	1994	Seattle_Seahawks
20984	college scouting director	phil neri	front office	1994	Seattle_Seahawks
20985	general manager/head coach	tom flores	head coaches	1994	Seattle_Seahawks
20986	Offensive Coordinator/Quarterbacks	Larry Kennan	offensive coaches	1994	Seattle_Seahawks
20987	Running Backs	Clarence Shelmon	offensive coaches	1994	Seattle_Seahawks
20988	Wide Receivers	Bob Bratkowski	offensive coaches	1994	Seattle_Seahawks
20989	Tight Ends	Russ Purnell	offensive coaches	1994	Seattle_Seahawks
20990	Offensive Line	Howard Mudd	offensive coaches	1994	Seattle_Seahawks
20991	Defensive Coordinator/Linebackers	Rusty Tillman	strength and conditioning	1994	Seattle_Seahawks
20992	Defensive Line	Tommy Brasher	strength and conditioning	1994	Seattle_Seahawks
20993	Defensive Backs	Paul Moyer	strength and conditioning	1994	Seattle_Seahawks
20994	Defensive	Dave Brown	strength and conditioning	1994	Seattle_Seahawks
20995	quality control	tom catlin	strength and conditioning	1994	Seattle_Seahawks
20996	special teams	russ purnell	defensive coaches	1994	Seattle_Seahawks
20997	Strength and Conditioning	Frank Raines	special teams coaches	1994	Seattle_Seahawks
20998	Owner/President	Georgia Frontiere	front office	1994	St._Louis_Rams
20999	Executive Vice President	John Shaw	front office	1994	St._Louis_Rams
21000	Senior Vice President	Jay Zygmunt	front office	1994	St._Louis_Rams
21001	Administrator of Football Operations	Jack Faulkner	front office	1994	St._Louis_Rams
21002	director of player personnel	john becker	front office	1994	St._Louis_Rams
21003	Vice President/Head Coach	Chuck Knox	head coaches	1994	St._Louis_Rams
21004	assistant head coach/safeties	joe vitt	head coaches	1994	St._Louis_Rams
21005	Offensive Coordinator/Running Backs	Chick Harris	offensive coaches	1994	St._Louis_Rams
21006	Quarterbacks	Mike Martz	offensive coaches	1994	St._Louis_Rams
21007	Wide Receivers	Steve Moore	offensive coaches	1994	St._Louis_Rams
21008	Tight Ends	Rennie Simmons	offensive coaches	1994	St._Louis_Rams
21009	Offensive Line	Jim Erkenbeck	offensive coaches	1994	St._Louis_Rams
21010	Offensive Assistant	Chuck Knox Jr.	offensive coaches	1994	St._Louis_Rams
21011	Defensive Coordinator/Defensive Line	George Dyer	strength and conditioning	1994	St._Louis_Rams
21012	Linebackers	Dick Selcer	strength and conditioning	1994	St._Louis_Rams
21013	Defensive Backs	Rod Perry	strength and conditioning	1994	St._Louis_Rams
21014	defensive assistant	greg gaines	strength and conditioning	1994	St._Louis_Rams
21015	special teams	wayne sevier	defensive coaches	1994	St._Louis_Rams
21016	Strength and Conditioning	Chris Clausen	special teams coaches	1994	St._Louis_Rams
21017	Chairman of the Board	James Orthwein	front office	1993	New_England_Patriots
21018	Vice Chairman of the Board	Michael O'Hallaron	front office	1993	New_England_Patriots
21019	Executive Vice President of Football Operations	Patrick Forte	front office	1993	New_England_Patriots
21020	Vice President	Bucko Kilroy	front office	1993	New_England_Patriots
21021	Director of College Scouting	Charley Armey	front office	1993	New_England_Patriots
21022	director of pro scouting	bobby grier	front office	1993	New_England_Patriots
21023	head coach	bill parcells	head coaches	1993	New_England_Patriots
21024	Offensive Coordinator	Ray Perkins	offensive coaches	1993	New_England_Patriots
21025	Running Backs	Dave Atkins	offensive coaches	1993	New_England_Patriots
21026	Wide Receivers	Chris Palmer	offensive coaches	1993	New_England_Patriots
21027	Tight Ends	Charlie Weis	offensive coaches	1993	New_England_Patriots
21028	Offensive Line	Fred Hoaglin	offensive coaches	1993	New_England_Patriots
21029	Defensive Coordinator/Linebackers	Al Groh	strength and conditioning	1993	New_England_Patriots
21030	Defensive Line	Romeo Crennel	strength and conditioning	1993	New_England_Patriots
21031	Defensive Backs	Bob Trott	strength and conditioning	1993	New_England_Patriots
21032	special assistant	dante scarnecchia	strength and conditioning	1993	New_England_Patriots
21033	special teams	mike sweatman	defensive coaches	1993	New_England_Patriots
21034	Strength and Conditioning	Johnny Parker	special teams coaches	1993	New_England_Patriots
21035	Owner/President	Ralph Wilson	front office	1993	Buffalo_Bills
21036	Vice President of Administration/General Manager	Bill Polian	front office	1993	Buffalo_Bills
21037	Vice President of Football Operations	Marv Levy	front office	1993	Buffalo_Bills
21038	Assistant General Manager/Director of Pro Personnel	Bob Ferguson	front office	1993	Buffalo_Bills
21039	Director of Player Personnel	John Butler	front office	1993	Buffalo_Bills
21040	Assistant Director/Collegiate Scouting	A. J. Smith	front office	1993	Buffalo_Bills
21041	director of player development/alumni relations - jerry butler	NA	front office	1993	Buffalo_Bills
21042	Head Coach	Marv Levy	head coaches	1993	Buffalo_Bills
21043	Assistant Head Coach	Elijah Pitts	head coaches	1993	Buffalo_Bills
21044	administrative assistant to the head coach	chuck lester	head coaches	1993	Buffalo_Bills
21045	Offensive Coordinator/Offensive Line	Tom Bresnahan	offensive coaches	1993	Buffalo_Bills
21046	Quarterbacks	Jim Shofner	offensive coaches	1993	Buffalo_Bills
21047	Running Backs	Elijah Pitts	offensive coaches	1993	Buffalo_Bills
21048	Receivers	Charlie Joiner	offensive coaches	1993	Buffalo_Bills
21049	Offensive Quality Control/Tight Ends	Don Lawrence	offensive coaches	1993	Buffalo_Bills
21050	Defensive Coordinatorr/Linebackers	Walt Corey	strength and conditioning	1993	Buffalo_Bills
21051	Defensive Line	Dan Sekanovich	strength and conditioning	1993	Buffalo_Bills
21052	Defensive Backs	Dick Roach	strength and conditioning	1993	Buffalo_Bills
21053	defensive quality control / administrative assistant	chuck lester	strength and conditioning	1993	Buffalo_Bills
21054	special teams	bruce dehaven	defensive coaches	1993	Buffalo_Bills
21055	Strength and Conditioning Coordinator	Rusty Jones	special teams coaches	1993	Buffalo_Bills
21056	President	Tim Robbie	front office	1993	Miami_Dolphins
21057	Executive Vice President/General Manager	Eddie Jones	front office	1993	Miami_Dolphins
21058	Assistant General Manager	Bryan Wiedmeier	front office	1993	Miami_Dolphins
21059	Director of Player Personnel	Tom Heckert, Sr.	front office	1993	Miami_Dolphins
21060	Director of College Scouting	Tom Braatz	front office	1993	Miami_Dolphins
21061	staff assistant	carl taseff	front office	1993	Miami_Dolphins
21062	Head Coach	Don Shula	head coaches	1993	Miami_Dolphins
21063	assistant head coach/offensive line	john sandusky	head coaches	1993	Miami_Dolphins
21064	Offense/Quarterbacks	Gary Stevens	offensive coaches	1993	Miami_Dolphins
21065	Offensive Backs	Tony Nathan	offensive coaches	1993	Miami_Dolphins
21066	Wide Receivers	Larry Seiple	offensive coaches	1993	Miami_Dolphins
21067	Assistant Offensive Line/Tight Ends	Rich McGeorge	offensive coaches	1993	Miami_Dolphins
21068	Defense	Tom Olivadotti	strength and conditioning	1993	Miami_Dolphins
21069	Defensive Line	Joe Greene	strength and conditioning	1993	Miami_Dolphins
21070	Linebackers	George Hill	strength and conditioning	1993	Miami_Dolphins
21071	defensive backs	mel phillips	strength and conditioning	1993	Miami_Dolphins
21072	special teams	mike westhoff	defensive coaches	1993	Miami_Dolphins
21073	Strength and Conditioning	Junior Wade	special teams coaches	1993	Miami_Dolphins
21074	Chairman of the Board	Leon Hess	front office	1993	New_York_Jets
21075	President	Steve Gutman	front office	1993	New_York_Jets
21076	Vice President/General Manager	Dick Steinberg	front office	1993	New_York_Jets
21077	Assistant General Manager	James Harris	front office	1993	New_York_Jets
21078	Director of Player Personnel	Dick Haley	front office	1993	New_York_Jets
21079	Director of Pro Personnel	Jim Royer	front office	1993	New_York_Jets
21080	assistant director of pro personnel	pat kirwan	front office	1993	New_York_Jets
21081	head coach	bruce coslet	head coaches	1993	New_York_Jets
21082	Quarterbacks	Walt Harris	offensive coaches	1993	New_York_Jets
21083	Running Backs	Johnny Roland	offensive coaches	1993	New_York_Jets
21084	Receivers	Chip Myers	offensive coaches	1993	New_York_Jets
21085	Offensive Line	Larry Beightol	offensive coaches	1993	New_York_Jets
21086	Offensive Assistant/Tight Ends	Paul Alexander	offensive coaches	1993	New_York_Jets
21087	Defensive Coordinator	Pete Carroll	strength and conditioning	1993	New_York_Jets
21088	Defensive Line	Greg Robinson	strength and conditioning	1993	New_York_Jets
21089	Linebackers	Foge Fazio	strength and conditioning	1993	New_York_Jets
21090	defensive assistant/defensive backs	ed donatell	strength and conditioning	1993	New_York_Jets
21091	special teams coordinator	al roberts	defensive coaches	1993	New_York_Jets
21092	Strength and Conditioning	Greg Mackrides	special teams coaches	1993	New_York_Jets
21093	Chairman of the Board	Leon Hess	front office	1993	Baltimore_Ravens
21094	President	Steve Gutman	front office	1993	Baltimore_Ravens
21095	Vice President/General Manager	Dick Steinberg	front office	1993	Baltimore_Ravens
21096	Assistant General Manager	James Harris	front office	1993	Baltimore_Ravens
21097	Director of Player Personnel	Dick Haley	front office	1993	Baltimore_Ravens
21098	Director of Pro Personnel	Jim Royer	front office	1993	Baltimore_Ravens
21099	assistant director of pro personnel	pat kirwan	front office	1993	Baltimore_Ravens
21100	head coach	bruce coslet	head coaches	1993	Baltimore_Ravens
21101	Quarterbacks	Walt Harris	offensive coaches	1993	Baltimore_Ravens
21102	Running Backs	Johnny Roland	offensive coaches	1993	Baltimore_Ravens
21103	Receivers	Chip Myers	offensive coaches	1993	Baltimore_Ravens
21104	Offensive Line	Larry Beightol	offensive coaches	1993	Baltimore_Ravens
21105	Offensive Assistant/Tight Ends	Paul Alexander	offensive coaches	1993	Baltimore_Ravens
21106	Defensive Coordinator	Pete Carroll	strength and conditioning	1993	Baltimore_Ravens
21107	Defensive Line	Greg Robinson	strength and conditioning	1993	Baltimore_Ravens
21108	Linebackers	Foge Fazio	strength and conditioning	1993	Baltimore_Ravens
21109	defensive assistant/defensive backs	ed donatell	strength and conditioning	1993	Baltimore_Ravens
21110	special teams coordinator	al roberts	defensive coaches	1993	Baltimore_Ravens
21111	Strength and Conditioning	Greg Mackrides	special teams coaches	1993	Baltimore_Ravens
21112	President	John Sawyer	front office	1993	Cincinnati_Bengals
21113	Vice President/General Manager	Mike Brown	front office	1993	Cincinnati_Bengals
21114	director of player personnel	pete brown	front office	1993	Cincinnati_Bengals
21115	head coach	dave shula	head coaches	1993	Cincinnati_Bengals
21116	Offensive Coordinator/Tight Ends	Mike Pope	offensive coaches	1993	Cincinnati_Bengals
21117	Quarterbacks	Ken Anderson	offensive coaches	1993	Cincinnati_Bengals
21118	Running Backs	Jim Anderson	offensive coaches	1993	Cincinnati_Bengals
21119	Wide Receivers	Richard Williamson	offensive coaches	1993	Cincinnati_Bengals
21120	Offensive Line	Jim McNally	offensive coaches	1993	Cincinnati_Bengals
21121	Defensive Coordinator	Ron Lynn	strength and conditioning	1993	Cincinnati_Bengals
21122	Defensive Line	Bob Karmelowicz	strength and conditioning	1993	Cincinnati_Bengals
21123	Linebackers	Mike Haluchak	strength and conditioning	1993	Cincinnati_Bengals
21124	defensive backs	ron meeks	strength and conditioning	1993	Cincinnati_Bengals
21125	special teams	marv braden	defensive coaches	1993	Cincinnati_Bengals
21126	Strength	Kim Wood	special teams coaches	1993	Cincinnati_Bengals
21127	Owner and President	Art Modell	front office	1993	Cleveland_Browns
21128	Director of Player Personnel	Michael Lombardi	front office	1993	Cleveland_Browns
21129	director of college scouting	dom anile	front office	1993	Cleveland_Browns
21130	head coach	bill belichick	head coaches	1993	Cleveland_Browns
21131	Quarterbacks	Gary Tranquill	offensive coaches	1993	Cleveland_Browns
21132	Running backs	Steve Crosby	offensive coaches	1993	Cleveland_Browns
21133	Receivers	Richard Mann	offensive coaches	1993	Cleveland_Browns
21134	Tight ends	Mike Sheppard	offensive coaches	1993	Cleveland_Browns
21135	Offensive line	Kirk Ferentz	offensive coaches	1993	Cleveland_Browns
21136	Offensive Assistant	Ernie Adams	offensive coaches	1993	Cleveland_Browns
21137	Offensive Assistant	Kevin Spencer	offensive coaches	1993	Cleveland_Browns
21138	Defensive Coordinator	Nick Saban	strength and conditioning	1993	Cleveland_Browns
21139	Defensive line	John Mitchell	strength and conditioning	1993	Cleveland_Browns
21140	Defensive ends	Jim Bates	strength and conditioning	1993	Cleveland_Browns
21141	linebackers	woody widenhofer	strength and conditioning	1993	Cleveland_Browns
21142	special teams	scott o'brien	defensive coaches	1993	Cleveland_Browns
21143	Strength and Conditioning	Jerry Simmons	special teams coaches	1993	Cleveland_Browns
21144	President	Daniel M. Rooney	front office	1993	Pittsburgh_Steelers
21145	Vice President	John R. McGinley	front office	1993	Pittsburgh_Steelers
21146	Vice President	Arthur J. Rooney, Jr.	front office	1993	Pittsburgh_Steelers
21147	Secretary & Counsel	Arthur J. Rooney II	front office	1993	Pittsburgh_Steelers
21148	Administration Advisor	Chuck Noll	front office	1993	Pittsburgh_Steelers
21149	Director of Communications	Joe Gordon	front office	1993	Pittsburgh_Steelers
21150	Public Relations Coordinator	Dan Edwards	front office	1993	Pittsburgh_Steelers
21151	PR Assistant/Community Relations	Ron Miller	front office	1993	Pittsburgh_Steelers
21152	Controller	Michael J. Hagan	front office	1993	Pittsburgh_Steelers
21153	Assistant Controller	Dan Ferens	front office	1993	Pittsburgh_Steelers
21154	Assistant Controller	Jim Ellenberger	front office	1993	Pittsburgh_Steelers
21155	Ticket Sales Manager	Geraldine Glenn	front office	1993	Pittsburgh_Steelers
21156	Football Operations	NA	front office	1993	Pittsburgh_Steelers
21157	Director of Football Operations	Tom Donahoe	front office	1993	Pittsburgh_Steelers
21158	Football Business Manager	James A. Boston	front office	1993	Pittsburgh_Steelers
21159	Player Development Coordinator	Anthony Griggs	front office	1993	Pittsburgh_Steelers
21160	Scouting Staff	NA	front office	1993	Pittsburgh_Steelers
21161	Director of Scouting	Tom Modrak	front office	1993	Pittsburgh_Steelers
21162	Pro Personnel Coordinator	Charles Bailey	front office	1993	Pittsburgh_Steelers
21163	Administrative	Ralph Berlin	front office	1993	Pittsburgh_Steelers
21164	College Scout	Phil Kreidler	front office	1993	Pittsburgh_Steelers
21165	BLESTO College Scout	Bob Lane	front office	1993	Pittsburgh_Steelers
21166	College Scout	Max McCartney	front office	1993	Pittsburgh_Steelers
21167	college scout	bob schmitz	front office	1993	Pittsburgh_Steelers
21168	head coach	bill cowher	head coaches	1993	Pittsburgh_Steelers
21169	Offensive Coordinator	Ron Erhardt	offensive coaches	1993	Pittsburgh_Steelers
21170	Wide Receivers	Bob Harrison	offensive coaches	1993	Pittsburgh_Steelers
21171	Offensive Backfield	Dick Hoak	offensive coaches	1993	Pittsburgh_Steelers
21172	Tight Ends	Pat Hodgson	offensive coaches	1993	Pittsburgh_Steelers
21173	Offensive Line	Kent Stephenson	offensive coaches	1993	Pittsburgh_Steelers
21174	Defensive Coordinator	Dom Capers	strength and conditioning	1993	Pittsburgh_Steelers
21175	Defensive Line	Steve Furness	strength and conditioning	1993	Pittsburgh_Steelers
21176	Linebackers	Marvin Lewis	strength and conditioning	1993	Pittsburgh_Steelers
21177	defensive backs	dick lebeau	strength and conditioning	1993	Pittsburgh_Steelers
21178	special teams	john guy	defensive coaches	1993	Pittsburgh_Steelers
21179	Conditioning Coordinator	Chet Fuhrman	special teams coaches	1993	Pittsburgh_Steelers
21180	Medical Staff	NA	special teams coaches	1993	Pittsburgh_Steelers
21181	Ophthalmologist	Dr. Randy Beatty	special teams coaches	1993	Pittsburgh_Steelers
